Block: 289
Row Block TimeStamp TraceOriginalId DocumentHash ContentHash Type DocumentVersion OwnerKey VersionKey OwnerSignature OwnerSignedData VersionSignature LedgerSignature LedgerSeal
5420 289 2020-12-14T00:18:10.006Z 40707c3d5882a2d28ffc578d633770bb36600ab5bea40ae38cca94ff62835fbc 75d3b9bc118e35c9e8d12ccc736847943d8b273e6994dd89a9d003594f442246 2790912afd67e46122ecdf2e3387e8dd192c135859498517c2da9ee6a02a0365 AME 2 02744aaa5f4779a461a215147a3e8c62120fde731197df09a7e0711336fe3acc05 02106eb75587e87f98289fedca79ac7e20720a7358f1992b5af3fcefa66061318b oJAdDTRk5RrSJoo/iEdMZwJXwBJccGknLZKbEqL84hN6hZUcTk7c5CdP6uPgyjExaGrkkkwOWeCdDhdiGmQ2eA== 75d3b9bc118e35c9e8d12ccc736847943d8b273e6994dd89a9d003594f442246 +n5dWsn0rj+18xbD83gA/wiQUu4MXNvJVcRiRfa9iqx3GRN8gU580MeFvykK0Es+yd1sW8z2T0c81VXLyMHAQA== RqZbMtpZG73J7NBhBJleES+Tc+h9dz5WilroHyquMgAc55IqF+/GZPsVtrctPr5hxZkxVIdVezQ5UUcri/6SkA== mTKebKDEIdektj5LLHsoAQnRj98gWb/IjvBbNIe+iIrg4XJ1Qd/JT3MKRjLpIxJ3aKWF6ycwv476Lpkgt8umOQ==
5421 289 2020-12-14T00:18:28.425Z 9648df4d3f53a1996355b8d99e289d6783534ae1e1adee0b35b76fa07ce53e96 9648df4d3f53a1996355b8d99e289d6783534ae1e1adee0b35b76fa07ce53e96 9648df4d3f53a1996355b8d99e289d6783534ae1e1adee0b35b76fa07ce53e96 HBT 288 0255b05f4ae25038025a67474b3ffbe9d70fef85cad4b66f6594c4d6929ff290cc 021c23cce228141fc8fbeb0fc2c52fde3ed6ada61bebd9369c08e5c6b83edea3d0 35BKa68QQVMqqjr2ky7IYwrO7anSP4fvUDOr/ScYpZs9TCVrXqw9OlbssBAbxN+iSAdrmy/32Mt1ElUlli63mg== 9648df4d3f53a1996355b8d99e289d6783534ae1e1adee0b35b76fa07ce53e96 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 4sAfLf7GrvETznmQBL1TTY0wojtMeAcLs3M2d9p4AbzwRHikt4b5vR3OskGzgfIf6H+DK6bCIDjAV76ewpB3Dw== 2pwkiRYrI8OnhEfZ1i0qYueWb3eocETAFZjd0DFAQVP0yCFsh00SQokMxNfVO+aAggnUnVwEgerym1K0441xIg==
5422 289 2020-12-14T00:18:39.002Z 9c4a6af7ce23a77aeefe139f82421bf358bf97766c2498097bd7c68c7af6d3da 9c4a6af7ce23a77aeefe139f82421bf358bf97766c2498097bd7c68c7af6d3da 9c4a6af7ce23a77aeefe139f82421bf358bf97766c2498097bd7c68c7af6d3da HBT 288 03a0c295559d19cd215bab67b958d6bea6f46e85c13bbab6ae436e285c66bc989d 03734fc772bfc00584e7e2ea2e1a61fbfb1b2f899c68fc794f1e980c75e9be9f31 HuDeEkUmKJQWH/xM2XjfOMylnsVm09ebp7Lr64n4XuDGx7iM5eGbKYpSJBnrFivSW34FSDTVT7ENhWqFB7xSxw== 9c4a6af7ce23a77aeefe139f82421bf358bf97766c2498097bd7c68c7af6d3da 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 uVtzOrQzBdU6r6NiHPcVwvBFf0pNItdbHaiddgm1Gt2Dez2ge6XDsOtAYhK0prLG6jjI/yMAh9fn8+I0MYQAkA== g9TynWM/ajsq/9FWdxgJkWsEZr9No7FWH6PrPKOrcPzhmSkYnFI7ETmTsc5KgEvSPwgUFGTQfsGNUDdUcC9PYg==
5423 289 2020-12-14T00:18:48.596Z 2da536cf0bd756d32e9685850d3bdabcd96a39c4eed393c5230d29edb393a27c 2da536cf0bd756d32e9685850d3bdabcd96a39c4eed393c5230d29edb393a27c 2da536cf0bd756d32e9685850d3bdabcd96a39c4eed393c5230d29edb393a27c HBT 288 02f0e4f7f1715c4074b24436f412c94df3c9885d595058c6626d96b87fafd8c6c0 02ce47758c19cc59f69022141715f790cdba333f09427ba5cefae6fb679a44277e a2OikjB8ozWFnBf2SxJXrhcFMTixrbg0Lf9XLsN7Eo8V5aV1VJOJobv2ingIU+mif1cjBHmEgSfIHfxuJllDhw== 2da536cf0bd756d32e9685850d3bdabcd96a39c4eed393c5230d29edb393a27c 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 cW3M7B6GOo4CGVA24qiQAHxgLetrHzQYttAx8hKPhHbNK4WlPeCkgiYEXAUg7Xwm7QSrui1pbiJGQzs8KTgd7w== DLCWcZlEacRGxQr3chJ7dgr8OhkVoyVwg1QnqaUCzKjUJtE5Qdlxw1fOcbaQZhTK40c+rXh57vcq4DK1+KjcHg==
5424 289 2020-12-14T00:20:10.307Z 0b237ee7bea1660689789df44e7a37a66247b5045cb222f9556a2c040f982459 0b237ee7bea1660689789df44e7a37a66247b5045cb222f9556a2c040f982459 0b237ee7bea1660689789df44e7a37a66247b5045cb222f9556a2c040f982459 HBT 288 03c779c2e4b5c937049f68cc3dec88504e0057ec3688c0f52f535ad768b12ca958 022e5032dc7a0f78b1003ec1e99f44f97dbeedb394aef10b8e4275fb210f8cec94 93lTYHCFfmXnyDw0mrZens88M4japPi4wO+D2F7WWyO3OSpQZ95Zvw27gnIkQ41c8sWqISxBFRGREj36kJq33w== 0b237ee7bea1660689789df44e7a37a66247b5045cb222f9556a2c040f982459 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 w8EO/fk40RsCg7KE+cWK8VaSa0kgf9uxXA39uRjRJOlTWZPEkoZcjb5XzpuhjYMSRvkPVeUUzl5dP1FLeeBkNg== Kc5d/8Q5g3e3EWvCZNffTcmTpf+uS/7y+OUrjtXH0wp10nv4x513Bulw49SbYoqB8IRMnys4ek/PZ3W99q1m5w==
5425 289 2020-12-14T01:28:38.193Z 7acd8649af3e3f3dbeaf23c20565402946661284818cf1658bd6e528e9e9f4da e2f507edec388e5e27a5840649a949a1e1b3222500e0c56d5c5e6230e699910f bb8c1d0364ff27dc92865459c1c02a6f779ca59a961f9569c25a4f4ab5727f24 AME 5 03a606e6d6d7480fb5a42d99c809630ce9409f709415fe1c70c8fbbba61dcb73e2 039cb217160bea836bfb1e76fddd40123686be1898483ab82f551282f23b47023f AHOTkau5idWOW54zLtM1BargJ/Oc/6ABbqksug5QtPxz9HWutyqQ7lLOtZWkTVFp7OFdUvcxz+GcUhv0HcNySw== e2f507edec388e5e27a5840649a949a1e1b3222500e0c56d5c5e6230e699910f OOk6rJcZuyrdzLloXjtE67LKbGAptYSFS+za+jwhMKBT0E7HlbHeTwmdvCs0ccUpcB1CuO6EyDce60d0U8+cLw== UlDMWddsn25hgGsXbIEzJ6xguJDEa9MxrW48+RZ21wHnH5M2zEoyGup49lhGy1lOQzFrJB5PGZVS6KorCMJWEQ== CkSI1WtZykusSBQjxz47gpYMHh8Zjx/KcD0N2HSUUW/l3JUs+zzWKvO4QHpUpa0EsJPzwnnVDScWOGgihK1gkg==
5426 289 2020-12-14T02:50:08.282Z 23a5e11ea03198f2d98c9173ae491f1cf0e7eb2f0441c304f761f4a4289ac200 b40995978bc57e066506a57ba12d066843a35515353e1fb40ed897a61413b7fc 28ac6f0d2b86d594163516dd9cc7833536b9d889f35ee6c18faef917a79655aa AME 6 03588785412827f6838470d7a4d64171e840c9ea7fad22f7ea3f71760d13b6319f 0280c9221c9910e350a67f6e0ed9bbf9ba23e95467028f88b4d615ce8784168ac0 F8fv2VeoxUC4ABp/qOqLK6/pbQUCXSFXoXEnxC/m8enI3MbQ+3Y6uh19hdlfn4EWI8iW7v5DErUR2QAX+7ARjw== b40995978bc57e066506a57ba12d066843a35515353e1fb40ed897a61413b7fc sRUVj9dpF1VYnEpBORoIp523kJ2zGL5bcbNMnxKTN7L2gxSPwDJFRiwD+QfPT96WtWJkhZiMfMoanOA23j688Q== /vqHn4WO3/dmSkhnhaeoGtt7LhzvgCxJOxTKi2l+YqHCTIDJW5D4vo0Sw2YXf8o+LB6a0PhQQI2H92DvPcUtLQ== izdVNlf1LNhWZ22wmX4hOuoq+NcuY/Q3nXceuYNdifrZqnYirJFYnM/ynTaaYKBVdZOSxXAgvtqw7of//2dcig==
5427 289 2020-12-14T03:56:11.595Z f6145a3137608373271595cea821c07c4e3341aaeebad0ddeda770524760f13f 4e0bad790b18aa0c3ff6a6671ebad4aca5d4fb4d23893d9d9d4d6cbb4514c0f3 e88aa4b868efbadb0d55a69fb2435b2d90879dabd033da6c66906a8ac441d5bc AME 3 02177f1b614dca33e62f81f44f3077cfa5bd2cde6e2c19816209464f0f3edb89d0 03a00eae591bd2c7fe0ae78140c158ddb0a02d98c4ead33e47e777118e5e6d8627 PRLgaXzqE9/nQOlL4VeKxHC1xTHWcWZ3+jzC2RMrs9D0rmJh/SHQvjD9lRnfEcyYpgpxSRQDFbYd2InlAaPzEA== 4e0bad790b18aa0c3ff6a6671ebad4aca5d4fb4d23893d9d9d4d6cbb4514c0f3 uFVqcYvIf8+VoIzm85D3p433mxwy6ZgqvhxPkEL/youmYOm3l+Lwa4Ae7v0rmNfCDxX2L4Oj5dkaHbkJnfmI9A== bpcOVRVUvIoR64bsrfKShFicHjXrL+UXdtX+QVBN8iDxUsOIwWALyR7Z6zVKO7ysAEXU5rGDCRr/4OUcOmJCSQ== 9tZhuFlx17VT6kIKjoMymEcs3+Z8zo3g26EqMjUMD5XLBdGhs0af7ve/eE/nmuU1u0DoSeVZXTRjOBUd2NUPXw==
5428 289 2020-12-14T05:07:58.798Z 6e0c7cd430b7c95604af42415b1a62c8bc4a63951905a16232ab56628864912a fcb1f5c611ee6540e49bedb95eba18d5b30ca2e49f00ad5eb21ee124c8c541c6 b92b4624fd72c73ced1cb038813dcabc5befe283cff519ef92f507a7d55efa13 AME 6 0275dcb0ff7d144383e1ed770f5fd79f4ac20f2ff5cf7e8ee0a1148209fc351ab3 0317fb77889392c2c7629d166ffa63fb8cae653192d7c0b0875991fd6e49bb368a dxEEDWQBRptrZgVmvk9SaFlQsxfzWvgo2wOKy2mS0tvtGUFxzi9Qbz4oaOvW/pvXr5BA+RPWxBrkJP7T5++eSA== fcb1f5c611ee6540e49bedb95eba18d5b30ca2e49f00ad5eb21ee124c8c541c6 65X3gg5m91I5x2zmxed4h2JcLtXjgiqcERcDTQUu6MzJDxAUMKgyDWQmGVRx/BtlxqDjgONorNNEZ5MPfEJOug== G46IfGxKpR3CkCHLJW/HR44GHaCkjhld9SWiaNw1HTe/vwpFZoLXP7eNfH5JY7ioB0trbmAEUxjXcgVs5Vc9gg== +C2NN+ruTw4llucj0jyQ+feFA1MDQvE8hSmzEWfEQca6gpuWpezEK1SFnoT/wbMjeyWcOqX3PygMi+DPABaY9w==
5429 289 2020-12-14T07:01:35.147Z bb080f5eb517cf7f980db514f230fbbd8d6d85c4ef8357f8ecb8dbb4353dae54 bb080f5eb517cf7f980db514f230fbbd8d6d85c4ef8357f8ecb8dbb4353dae54 a0298064d5b002ff8c1572546ea17f6f784ed65ee85eaaf16dcf11332a694f6f CRE 1 03fa551cccc0e8416a48cfe1881c71354886e1e9142fd324bc5926dce56345e4e5 03d0493b06fbcdc878905983df54daeeb3b3196b94b0cd1c2ae7afe4fbd7c2dc2d tw+0J0dfJSjLYugrMCoMNnVCMZwVGyGubB/kBqxXmVLGqOJ6/ij6z0+STR8Vn4lWD6MViv9PjiXr3B2dPay3iw== bb080f5eb517cf7f980db514f230fbbd8d6d85c4ef8357f8ecb8dbb4353dae54 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 /++QTCOVRnFwMu0CCbzoo3/kflOJB9mWBVgR81K0/bo91CJVzsZmSNneIjowcV4VtrLGdjzz8nt0xt4l2vk22A== ryaNSvIQ4devN56DYVclx+LM/+7L0IF4t8eLkOVf7rVxmIy5sG+Kl5dLPuZCjvSRARQ2Oj5sHc8n3dr4Boxd7A==
