Block: 976
Row Block TimeStamp DocumentTimestamp TraceOriginalId DocumentHash ContentHash PdfDocumentHash PdfContentHash Type DocumentCode DocumentVersion OwnerKey VersionKey OwnerSignature OwnerSignedData VersionSignature LedgerSignature LedgerSeal
28096 976 2022-11-02T00:00:16.559Z 2022-11-02T00:00:16.262Z 3b9474cc92d55495454f7508603eb7fd2133d48d9adce9be0431936a1419065e 0308fc716977c2804bec33f2ddef554131781cd2b59891e408771ba2fdf83402 0d1ff1bfbc3cbe839affeb4eb4a971417be1598f8197a5ab619893abe9dbed9e 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 CRE NEG 1 035e098be13d492b37a6977648dcf4e2b61e566a14497e222def927c65170c367c 02de6c91d181be738c85db8d5f6838679e8c221dd947eda506a5c00e35ba680b14 AP2zBtD1NTuGfITI23C2pLJVn2TGsdR4a6+umqogbmjcT7K7VIJK+/m/IGvxSkHRCr3BKNXruxPWYhdMeuO6Fw== 0308fc716977c2804bec33f2ddef554131781cd2b59891e408771ba2fdf83402 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 EtnA9kOKOwLLUofIkNDNvhEkWQ1CSvSRSv5vVkU1I/+4Zqbo9VTmIYiYbqei++gmNOMPG29yDiSmYnC+R3qQWg== wYBWZvQ8adJNQnHFJ3iNx3QVfBZrtsK6bbuSEUq4CFd40n65XaXqxyjYt5ihdSEGjWRMDmJTU0aUTiDnpJD7gg==
28097 976 2022-11-02T00:00:42.055Z 2022-11-02T00:00:28.065Z 4d3b796bef1e156e363d50fd922dbcf3cb1762edd323a58c2a12dc94b9b57735 4d3b796bef1e156e363d50fd922dbcf3cb1762edd323a58c2a12dc94b9b57735 4d3b796bef1e156e363d50fd922dbcf3cb1762edd323a58c2a12dc94b9b57735 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT LDG 975 027212918c7dfe2a77e427f342df5d280e06dded409eb357a7444b64e0734ccb9b 039124fee95e2d449d12b932bfffde5cd5187b2c8ec6603d719af45a231f5be2ec icwXg5LjkYhHHcwi5lLEEEn80OJBuiduZYkyc/HcyGF5MjciSrC+kcIAa1Ulg1h9vXNH/pKrpiCBAyWGHjCfUA== 4d3b796bef1e156e363d50fd922dbcf3cb1762edd323a58c2a12dc94b9b57735 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 mxnUEarywOxKgsUlvgUtY5s5FrdC7O8uu4/7JZACVxOSssbnnBDlQnggiScjUunfZaHL1xsvQEMbRndZlcFo+A== kr2kvaafHqQjOdOdkbaxotrEFhATGDhhMxl5pZdi/gdJiBsUd8QkIACfIUAK0xeh0r3vco+9JigqlUUz11g0tQ==
28098 976 2022-11-02T00:00:42.083Z 2022-11-02T00:00:40.720Z 5e4c99bc6d9998ea774b826579f07f5e738b991c57e122e9c0652f8ef4539a8f 5e4c99bc6d9998ea774b826579f07f5e738b991c57e122e9c0652f8ef4539a8f 5e4c99bc6d9998ea774b826579f07f5e738b991c57e122e9c0652f8ef4539a8f 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT LDG 975 0255b05f4ae25038025a67474b3ffbe9d70fef85cad4b66f6594c4d6929ff290cc 02d098c600f92fdb1d9077dcc1a9f7e3164ffb3081a249cb135d0641720e60f4dd rpyho5HfRzV2r6CUz3pH2vaf7chvjjTumywcxx6Fls71ZPYNzAzCAOWt/bb0ooMKWCowPC6+kehZuMan/aLJjg== 5e4c99bc6d9998ea774b826579f07f5e738b991c57e122e9c0652f8ef4539a8f 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 l1XHxHresSKywmIt4JMA98lu8iFHlM2eMV1Ul35hkIlK9N+RXEQ9ESFxHrgr+X+PHScC2FUSgm0m8+mx2Wchqg== CfVltUK60HqZdaW/n9WCbNYgTL/fLHHJlmHzMPn/4M284wn2V62W4+huxKZ9+7vL7Rb6MLOhwGpIq0L/QqXL8A==
28099 976 2022-11-02T00:00:42.107Z 2022-11-02T00:00:30.857Z 57c6cf8bd5233241f0bd5820fcdfa518c3af5ed31b190a062a4e9b9c285c91ba 57c6cf8bd5233241f0bd5820fcdfa518c3af5ed31b190a062a4e9b9c285c91ba 57c6cf8bd5233241f0bd5820fcdfa518c3af5ed31b190a062a4e9b9c285c91ba 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT LDG 975 020f13677715f551f5615204df63936ed4626d0858aec139da33f1157a5fe0f66b 02babbf5033608adcd8683ed6d044089ac3d13818b4401ca6dfb1d78caf667752d uL15RnmnwGNaFakfD4R9SHFYipC2aEv3W198CPji4424IetVeemB9jeXPFGqDfteawA+9iSb2Cp3MZMYzPutGQ== 57c6cf8bd5233241f0bd5820fcdfa518c3af5ed31b190a062a4e9b9c285c91ba 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 jFSOazIQwNg2byxZGzUerWuEUG6KbwnCo1QHqZlU4vztiXGZB8Jajk+4awFcWrnDCZpSwOEgtQ/amTNsrCsAnQ== iTTc+LekfqHyq0PXHCSkJetXzAwW3CeK5AMt6PT0jrOix9xY4yd1KuDKBPjLGT/bmUtmZ2ZWCai/Ryvr19TwAw==
28100 976 2022-11-02T00:00:42.135Z 2022-11-02T00:00:26.186Z f3050c8dec2e8c05280b61106ecadf88fdfd8d73b03308390c47c4c956992520 f3050c8dec2e8c05280b61106ecadf88fdfd8d73b03308390c47c4c956992520 f3050c8dec2e8c05280b61106ecadf88fdfd8d73b03308390c47c4c956992520 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT LDG 975 038179e02e0130dbf55be3e0bf80262b23ee99e4aa388346582bd8c4b50f2e9a7a 031019749a80ed58f16cda3f4ace4327eda6a22b35654f16915c9f4626fe81c668 fqGeBSqR7KQXjOS7b6iMrKPjnADPy6EgpCG7sqIRnCO/y3ySoO2ZxFyzdzx98zjq8E/HZkUZYN5lmqWrRYnSAw== f3050c8dec2e8c05280b61106ecadf88fdfd8d73b03308390c47c4c956992520 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 u8P5pPsHrP4dytTCOLn1xc8VOcaAlfr4YE0A6wK4W4C+v1A5lQAP8v7BnS/4VQSSw4T+jd0fpNlVV1ijAgQFew== AamBRNsU+xe4DYIYEXkLfldPWHDlPuqgjEz4M8pFGuX+RPulzOlmM6Nhlp3Rih30+030LqxgA0V77iLiFG8zyg==
28101 976 2022-11-02T00:00:42.158Z 2022-11-02T00:00:30.608Z 102ac00976208a24084ebf89d97c9dfca01b5963e640a7e405dd181a2e72cbe5 102ac00976208a24084ebf89d97c9dfca01b5963e640a7e405dd181a2e72cbe5 102ac00976208a24084ebf89d97c9dfca01b5963e640a7e405dd181a2e72cbe5 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT LDG 975 03a0c295559d19cd215bab67b958d6bea6f46e85c13bbab6ae436e285c66bc989d 02fcf3d819335c274a7a4c62821b2d34616c54e08c1ff655eb6957f283157d4084 YT+nJHZ8SKQC54F5nCG1fMwjI/jEeT5osYshyFQ5eHK5DaLXMV7nk/XIe6ek7Pum3iE9dgW1EpFDh6YJ1f0cHQ== 102ac00976208a24084ebf89d97c9dfca01b5963e640a7e405dd181a2e72cbe5 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 ZATguXPYawl9e3TA/N9paZzudRJ8tvGouaRiL1iDOnJZxKncyV+rGpXwMVX8mIqFovABZdZlu5TMyLDwsIH+xQ== JMJzuujSC/g66rlaQ9PMa6H2kA+eBNg593ERZIcOVQZJmEO5H5Cvn4bye1yZJ/vVzXyQU+2fDBdv6Eyw8fqwQQ==
28102 976 2022-11-02T00:00:51.976Z 2022-11-02T00:00:51.804Z 022a35ac46d9b7b03cf8f299dfe28ec8250b17ce5cf3570c6fe74eaf7a300e6e 022a35ac46d9b7b03cf8f299dfe28ec8250b17ce5cf3570c6fe74eaf7a300e6e 022a35ac46d9b7b03cf8f299dfe28ec8250b17ce5cf3570c6fe74eaf7a300e6e 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT LDG 975 02f0e4f7f1715c4074b24436f412c94df3c9885d595058c6626d96b87fafd8c6c0 03980dcececfdb0c54f89689302426c1958acacc90edfe8974502a71902e0b93d3 BZrti2TNeBnbDZlP5/howW4TOKcShDx1X1YQ6H60yd7W8RAbC2uDJ5r6iCva4D8zpR6L0/Gmu1t3zxWg04zBSg== 022a35ac46d9b7b03cf8f299dfe28ec8250b17ce5cf3570c6fe74eaf7a300e6e 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 UiCc6Gzx2OsxZChyFxBEdyIVaZ90l38DSpWr2oZjh/Kg+HXO3pYnxwGzW+sSHdbv4ztxAUxn01/aYEQyPt2Kzg== HVzDrsLVxuE3x5KNG1zL4hoQCozG1yEUGGDLLGi3j3/QaGaQ5g1nltwjAh09A4idqOjtoK5esJa046QQ1UVqqA==
28103 976 2022-11-02T00:11:32.297Z 2022-11-02T00:11:31.522Z 07a2beed5144e6e49a9f36eb36a8e52b349c9c339777cebe4b84be531638649b b2c6054b0ecb4179768fbecc68844ae9996fde41509f2f98f231d15e112e5f58 286f9bc2dffd714d72e707268787a6db847772cf08dae464a66b7241990c6f41 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 AME NEG 13 0387c816e079d2c2a5f448b0b067bf5b8a86d021fb0d3085ec2cd434ec81c01b67 033cdf63c884023fc2e9718f17d55120baaa8ef47055182a90e2d0c67825066bbe 5qx2OUVNS7VDh2vZd2jTn9yBVC0XZCr2hRh4Oa31grkzFwBRhajrmpP1ci6Yinl60lhKHynYyyqddzXo+DO0QA== b2c6054b0ecb4179768fbecc68844ae9996fde41509f2f98f231d15e112e5f58 gXFpQDgQblXu+PkBgXmzr4baSDjuH24u5WFjJ3gRgF4MBAUALQohEAA/JL1sgQ4kTcXsKy+C14TCBRwwN2pZcA== Qxmd3fai41DJeAHM130pjmn0dCJP/wpjCIbZAiMBWC7uzXrZsbArbNF1uVJWlV9rV9yE7ngskfCiLfuobcEOKg== DcFJi/fsJORUHMnC3QHuI69mdvrN2IkymQcI+vnwuNVvWRFVfkbQwKxG1Qbcc4ygVH3Jn/nfoqMyszy5e3OrAQ==
28104 976 2022-11-02T00:31:23.974Z 2022-11-02T00:31:22.816Z 8c1450bead8320083080d55fd1ddefacda71bb420705c5006d175df187b1a94d 57e69f89141873cd2ac56531e31c3e775477fcc91477fcd6da3bd105746de7b4 75a848cc394ff5cd716df7720b475431c4a4722a92d55d78c90cfcc32055c90e 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 AME NEG 11 02dca6a0af298a489d32c3f11c174d8b27c25c03ddcb8d7a9cd5de75f37f9964ba 03b7d45aa5c1028500964d3f2bce1d9374b51b4da712fb1a4734d87b4211d6f4fa +7X8JAIycxCgoXJT3caZ5LL1YXJoc59CGjebWX0v5XfH8L/rpNQapPDfbsjop7ORIGEvt6HfZ5Gsog1UWgOVlQ== 57e69f89141873cd2ac56531e31c3e775477fcc91477fcd6da3bd105746de7b4 Ofv34VffEUh2PlRkHgIEKLOEdx4nA+HA81S4Ivaaqp4rWxCD85698WoDMvE/HZRyfRjLwzQbpx1G/YUEbtVlPw== cGiD8V8rEczcw5HlsKakHLS5zf3pZjGhr8YgNHyX6IjirMro6v0lUCIHQ7Jfc9xZptpprONNcqA4AeFvRxHgUw== 1dZK0fGuBi/EImyiqCGzvamE6QbY/TixS9fDNKNql/4nDp/XBgfDKKvu8EnKlXnBWRjfmJ57GruDYe1j+BWZRA==
28105 976 2022-11-02T00:45:59.104Z 2022-11-02T00:45:58.577Z d4723997dee1a11a0a28efe8f3b851a6a0a0664b707f34ee3f2f5423ce8585b7 181bd961f0fbecd93ca1a1ec102f673380fe6a37b936e49cd3511354c47881df 2cdaefb8593f487316586d3d80e3a50f5549f94ebba685b53f7fde90f0e4a24d 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 AME NEG 9 02358405d5219eac4414202e9af512ff6274707fe33f42788a34ab68e4375d9579 028fc0240b483f8d5ebd7c684dcbe2bd5f3b128133d63de5171b55bea0790a46ab 8KEiaHEzsf5cuvxt/I4E/PRaXzcyQsF2e0FV2X1Mq/Tzo+5teCXKrXC2R5TaXFc3hWdRzn9o8SMlY461Km7rpw== 181bd961f0fbecd93ca1a1ec102f673380fe6a37b936e49cd3511354c47881df j8KGkfSj3xd48BJPiHzfiBcdEuoK47GShmAzZ2PQJsr57VItm+QCxo1wWLN8ILO8+fXpkM5LFefz4dsFrjHKzw== 5X0ri/vVeUbBF1+guKmhlRlm71cjJHQdhms8l7OktCJFldT/NQ/58zW4w0/h5lKA3fIG2ariV928IoRffl5HHA== 1MG9SYDJhMZSEmGRAR9+LMNsWEGSFWWsTduC5PqMSDicgMAkdxFAHek0seKNAZxqSQiY0ezcCpUr3DiDShArbg==
