Block: 232
Row TimeStamp TraceOriginalId DocumentHash ContentHash Type DocumentVersion OwnerKey VersionKey OwnerSignature VersionSignature LedgerSignature LedgerSeal Block
4208 2020-10-16T12:08:22.881Z 1467a3c6d0e9e3b88691e38c5a3e0f02f3e9de33fa12d1f40ae6a71b1d49a2a8 1467a3c6d0e9e3b88691e38c5a3e0f02f3e9de33fa12d1f40ae6a71b1d49a2a8 f200ba1d4b750b3537b4026895ae7b3468577921f255a1e0149f19b646145590 CRE 1 02edee87e2e5f6276c6344a05228bea4c9e5c23eb6d96961129cac4ba99e9856cb 020bd8f9d54e4f069c5d986637d6f91b7a4fb44562609fd2bf01f82b2cdc27f0da j2ev6jF6P9TffFh5wGWuRDA9mzRgkiq05J6xWV/5Ti5RonHjyKWAt2skWfia4G6sNpYet8GIJbHOagR6JjntSw== 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 bqA9fLoOaRrdkXzylwOpJIGgGNcOYfPZeqnxzVvGpKnAvMnIybC9SqvCeyiJXLRBI+dgCrA2Xdoba/ZFEnk92Q== Puo/Do250oXdytYbA/5AXOyq5wGeHLcRkaS7c6B/PSxsKTV4CB1h8XZ3IBGWwVC+PEwxJtA8Ev1fOJ3TySYLIw== 232
4209 2020-10-16T12:32:44.544Z 56ddc11bb194857544ddb1645437cb043f69bc075b03dc5db5ff3267c4049c98 56ddc11bb194857544ddb1645437cb043f69bc075b03dc5db5ff3267c4049c98 002a0a506f838b1da26bdd88f8610200de626dc4c2197b0f141927d02666759b CRE 1 025e0c9f98e9eada500785f118d8e095e69bef09651c0386d28f10227e26e6342f 030e0cedf51b0f08c8fce4ea938beeb9923f9c28176d1bd991901d5b8c78d937e4 ApnhFLzuQt00x+DTxzaogw8v93X+Cmg/ifQrZI5AW38d1bPvdchopqEpYVmbO0yv7J2Xr/zvXVo0N/MRU8r1Hw== 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 xgm4hewkHfZ4mU9sGmRtbVk064UoDTUyhLCmJA9Xpo3AqXItl+L/lhFzKovCDmKkFCBMpzXkUYV/AHucM4ZnQg== bXeoBb+FStZQe+a1QwBFO/TPqhCcPw97lMl+cqhb8X5/tSmbAl4K7cDo7h/9OmoY6PX1Sfac7d5PMswHhFXPvw== 232
4210 2020-10-16T12:33:12.558Z 14425063033703e6b0a4a863ede553073bed0c2a5d2866f110017766a8e8132e ad874e8aa17df049895c0b4900c94fefecf46bc6818315a31ef3b5ebd7961e4a 130b9a7ea155c4da799eb5d2f1afaf3de9478e95ac79109b82ea1d48104e3340 INV 3 000000000000000000000000000000000000000000000000000000000000000000 02d0174a270e48cb659900884bbed326fd025cc5206a828d06a1be5560d20cc820 7svoZynP9b2w1eiLi3yRjSeCfZmLIUb9ZU1UztM05f2GHRrOpkzortJb1WLsMjcJaC739NktmxWYhF7rwMtugA== 8ykQUvs721tqjFBIHYNo05j8QNu2AwHa10k+aflxj41CmK4/VWm2N+ZWEO6LHIuz3yVzK1OwHYiCmvfUpHzttQ== 9tk8DYnnDREvdO0Md1OTK33XgC6N3DTaSoDwjTPWWs1nNr5qIZYGq7WmyZ7TObN261xQPwJ19y/pT/npRdEKfg== 0GcH/KiOT5XRJqbZWwqKKMic6GV0c3YvMdmnSK7mQNlzRMrYAJ5R1w6SrD/gs4ff4miPFLbvw2NeUNlv0rElBw== 232
4211 2020-10-16T12:46:18.816Z 56ddc11bb194857544ddb1645437cb043f69bc075b03dc5db5ff3267c4049c98 b30888aced461b5d747ff11532460f3c7cda404bee8497ad7184ad50f77b525d 8280b779cd3f140a37c245896ac1aa3b82ace205d5869be98ff3777ee0ef8267 AME 2 025e0c9f98e9eada500785f118d8e095e69bef09651c0386d28f10227e26e6342f 032feacf6134d44472504c645eb79fccfa5173cc3fcde5b395b80d315443b14672 nQAkFc7O3eOtk1rf4NvELtQrM8j2DMSnOpdsHrY59BY5L5Che7e/ICibaepqfeXGiO2AuFE17+wj8L83li1/fA== Xk6h+RBrBN0MI/hTvQ8DBAtrcO2Y0Payqnu6LaVnUnCgt9g8V+ybYjerPUQIxPZsh+y4DhUd0gsXpakhbmHl8Q== aeujoCyXW8NSJKCPtx74NNX+hvkEKcDdORlky0/VgaUF5TxgozwaG2WWFI4JahR6uvNpzK7klTop6xzpfMqCMQ== Anks/7k75gyt/dhSpSjrsLpuWa/gkcd2SRsHkg6wZHyX2hg/+FbZ8Nq3IU3yZk4qfIdJIOumEpbN3U1nY/kWdQ== 232
4212 2020-10-16T13:21:14.883Z edbfa98187253412051d63c3dbb1fa0f6c6051f46f32f31f9689b35a73ccbf5d edbfa98187253412051d63c3dbb1fa0f6c6051f46f32f31f9689b35a73ccbf5d d570e1f14a9ae351ba6d500a036574b128a398355feea773fdf05f738abc235d CRE 1 0270ad926643e2d8f302187e90591d70f8ca6f12438143ca617b4cb7f29c43c2c7 03cc6cc0a85902dcaeca3d17bdf9b5bdf243a75a3c4aa344ef2081ff927953b7fc v5QOFfXMmc95ekz0QgiRUN2Tcw1r8QNRkhp3acckXt5VMWpt5QQQHpSsJVRSF+mV4d4onjGjqwp7sQlDH8Gi1Q== 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 289IZKelSl0fpQwHi2UDLVUuqtzkfzl6XX26p2X4HOZwJgT0UVu/67m04rwno+xA3obFcDuM5qhfY27l6/2AAA== f8r7jM0QGb8hrbYhsGlIVfowVUFgRBpejfV59kEQbhrpUB/YV9S2fS8MCCOdZJQogXRJ0NNT711c/qBaG2cftg== 232
4213 2020-10-16T14:30:56.036Z c5fe35e0311620775c61dfb1b7c6748693eedbd43038a4506d01574ab425e236 c5fe35e0311620775c61dfb1b7c6748693eedbd43038a4506d01574ab425e236 16553bbdd8c070abefc1e0d0d5fa8ca47a6d6be90514617dcc363522ebe870e7 CRE 1 02312cf0d51e2fcbde1b33c602801eeb02820d41bd2340d010efd236b594fa5f52 0371b409f074adea29352f80ec2a0cce170563d101ea3fe736e7301e8d5b5a575f SG3zDkLMvHMPjElZo5nRy0Y6OBCwL3VIh8yYl6f9kVJhr4biz0iwF8gG1DA8pa4G5OzLDlUyTxHObzn2GAgcUA== 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 1KEjiwEcYFlvDvwHpI7YVeRdp3Lw92x2JmWAd+bsrJhClorg0GoQVL0M1aaLTtndPrPmbtmBF2Mj79LLmMTy2g== aE/Rhv1TANtGDe2sZvaUd/MOCjNP9dR8FSqbSvtAv71I6tszMUfnMHVu1kHLVH59cCPY3JhB7cS9tCBB1nT0MA== 232
4214 2020-10-16T16:24:03.036Z ab5bbf70d47425efdea06988409dea58c521f2a48a80a4cb258b2c8b86b42fca ab5bbf70d47425efdea06988409dea58c521f2a48a80a4cb258b2c8b86b42fca 5b3a29ab428a99ba6e417c0cd0de2c2f3fe19da25dd932aa5548db791a26a9d9 CRE 1 02830b361896c1f5685a7a787608ee266597437baf25d6546f043a6b0f916305bb 0282bd5121878f0e38b13e752824bdf040b774ae38d091e34acb3a62bc90bce2b2 DGi3F0cq4ci/03QIElSiYknYsu4F9xgjB+jkgP1jDmq7AvvVD5K/fWL9b6MeYE1eSRwqUrUZjMH7kuvx80EH0Q== 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 eFfkU9ISu4dCAlTAeQ9JpqGlCMGnnnrbieQZFlK/KHsNcUeyFuy/j7p1RKPrkETh+Sh2CtnBblnP0Imvelbi1Q== MO7xQsghNf+ygg/7sgq3nYqO/KN5x91D1MTBzOTvQqlYghTHLgJu6twny38GS35lGbVcohyT0gIjJXlkg9J20w== 232
4215 2020-10-16T18:06:19.989Z 30415ba3f129c1863fe0aed414b3693d2934d7e3152deaa74b789073a8ac2aff b23e2b3363e63ef7a549b590bcac0a17e02c1020df190155a5cab0e9cc521368 1da11ed3d012f0cc187c25d18d188f4c8aae7be18fb7e7934fb27ee31e733f48 AME 2 03ad3925e2a8cc2766feebf1c42d064c8a333637192715ee204011e0a55365a7b5 0396e5127f8f6e9ca92609518fda896d46ee6a1bc1f80433cf97771c52e8c137d8 gmtITGciZiHAPDGcM82FElwPJ1BaGE+vHv/fcFjf4YfFy9iS0nqpOLXrjPhTZEj4D7vzX6TSnPblAlqKdHCgrg== d+9k+huprJVwbtyDrq5IJsZyUYZ+r63xGCQljGZjZZZEB9hac0npfw9hRwEA096qU+UiP9TDJJmjdtIh4f9rmw== ky7n/g4+a0QBh0mQiEgejB493xNreaiiETN3sGP1lzaRnR3qab9g8S1UuDjQMWAqowq1ZcuKXeIS7/Nyjq4Y7g== 3YVoazcRunXCgNsDFd0ehzC7fghXcMV7K7rUhQI3nWU0jv8qSOKQZDI94HmWXcopKuOmS+PwwNrIhao+KVnkJw== 232
4216 2020-10-16T19:39:27.763Z 6dbc9df111dcd4ced0a9352b70f588981c192ebf3368efb69bd4164ce61a0382 a2e4b614beb0acc1c424f81917c1a91734f9985795ce38e87b4f936c9419e70e 7a76cc18b3318d1c25e014c25a080a59cbc5bcb97f27773d0a280ed0970c4666 AME 9 02b21c2740f69090129385c7e9852b160769cacfe7f6241bfb8ab39fd284054b50 033c5e47a347442f959c62b46a958301b803cb202611515ce7b316a0dddb7c3565 jTLCjmxkxLSqLGAJkZQAeWWqdATo2VL05yL/OgjAkXA7XfR+iIfOYvaTw16W4JNfP6PCr7wB0DR++AyIUkt8gg== aQLZ7+95CpEjW7HzfqeimhAVG3kzcxB+byFJvRFvddPJfn4hDX+cdvgL/lACoxLOlG9LnduWid7Qvs43YrFgdA== h+10lgGkadn5gITlUGyHEoQkF/c9OtahjEsPK4xwLzX1y3hV79Jd4OyKGftsIIPI8LK+wCsFatPaKQcTdlMOqw== JmyXWFsAcsEGdjogoxqotVq5IJRkSo9UvY6Co0JMKqzWnF0XKqbDfSYsQ6t28LkaIh2OgysREHI/RX23oK0HNA== 232
4217 2020-10-16T20:48:40.67Z 45fa6b9abe9d3901bcce2cb91aaa7626bc1256eeca6481e77aaadf09fbd91f55 1915ef3b96a468f07ff022febe222ddc5e98bc4837840089cce3db02baf14e83 343162d80312b1b1a2b73ac32a36c6d13776c75eba59bc7252aa5cc4844b1c44 AME 3 039b57113823dab138ac4bde738ff1155006638d00b0fb076369d11ea9c32d4e9c 02c6d6556d2895c40094ef180148c2674b822a04025bb97f9990f64284419303ce h5+sIPp5jbFyidPUTs16ObjDhSg3a+S05Vl/eGQYuCnf1oSAlNEaq1mf6m89edP0rvUVtlEaIGUGn/ny0nDL3w== 8DBIeKYURWtcHBFP/Spc5YHVhuQfjzvo1Iz9Kt2Qd3rxQThC6RqJupO/uVnp+u+sjsF+NmSRLmJzVMQwMFHXeQ== CSUpPhaBRoyHqiHXdj9baP8J0dgh/LjeKg81545uQK/O+kDARJPTe0rKXI8cTV6OrDQu7zvU0Tde/1c27vrjlg== 5wOqtxokNT8dKIafE0uTc/PfhrnAoL49h/uQ6sFThGS0AqMS+XpXh6NNVWOfS4R8CMmTF01mW+8yd5POW+w4iQ== 232
4218 2020-10-16T22:15:02.451Z 8ff70873822f3f76a11a8fe25d58010f6ff263d22e551100711ae49ce9c8bbff 5250b9d86f2b5dcd0f0d947fe5da8cc8b0f86b5a4e463456a6b36f3acd05778c 9e666b23575db2ecbcfd4e9e7c5542417d2f5488324d8d5c3129a45e4ff4e7c5 AME 3 0215c659d2e963fe1ba85ed8748a8d3feec7b08c8b1c8ae89c75f7ba73a45e1b14 024c4bd15f52c6f2532507e03df7a53d3fa3e51d483e075a015a5af158629b4fbf Hd4iFCPVE4aStXGn5lo3Rms/tWvmRPLSX1bZrncljXQyOtLR0G4tPjvcDU2MSnwy1tBn+WSVOiTy6IZdP6h6ew== 0R4Txhap/7cNaTRot6dJMkfdxj74LYTzQcsfzcMY73HEPRelMCms946ZtHqNtBdC3KMJ+ODj2OtGx5wEO2jmUA== eRFEEq+7JZzvZLEDNZtPy4+MIGuHF8LZ6eW4ChwMEFA6uJelUITQDVyUSFZT8VSMY9pFGRAPxVpoYn65uLQIrA== 9qs2xNw5atjwkOx9Q1c4MsqGhDWnzIH4J3TQfB6YifN7XXFQn1M6QxgM2fXIdMYuh+ReTfbHpS23JegbeDeNtA== 232
4219 2020-10-16T23:34:12.35Z 0e2186b6d8b51d16817a8d2bf2773721acd3a5dc930ce931cd78f15d7cff6470 bf6b9d4544411022b28c46d62bdcc9d63d34f082bb2f19713fc62928945a07c2 974aff6f5e4db0371779b93bb4eda459f8a2dde6d66812281affdd263dea2b7c AME 2 03cde75656804279e2df083fbb39a75c4f027a14ffb8239018dbb262d20dd860b8 03fe6b4cb32031fca7990cd80cd958b790fc52e592ddf866d97333fe5fd4c32178 t7BdBAc6WrqOJF5nJRXzZB4UPxcnlY1FsX28mbP6SEE6ihraOKvXU2O3A5VA1UXPKK/aN2nSO9U6sDHehzgUMA== zvuMvhib37lIBjVgP8+kOsjPkEaA/oiEuyNK9NmbxSIiHBYNjbslvgbsOt1Xn66IPZ5uTjgZNOGRHyHw6QkUFg== GFpz2Hr8EzUUOxSmV3xk2hzAtsi11zS8W9vbrEzWegn8ywRnc+9414KVUhpTuvy/unUpIKDDChzkuSxtgICjkw== gwdzdrGZUtuMB4DzlGGZLkdFwIW9x9PjCUEAyzYflSa8WKKKbeYgaMnIw1Rk+WlezHce0DpkT9Ku5O6JEqt4Xw== 232
4220 2020-10-17T01:05:47.44Z 4c5dbb3d898504cb5f2b26c4fa2a81c57845c54484100557e84b9e653c072ac2 4c5dbb3d898504cb5f2b26c4fa2a81c57845c54484100557e84b9e653c072ac2 4c5dbb3d898504cb5f2b26c4fa2a81c57845c54484100557e84b9e653c072ac2 BLK 1 033b521dcfadcc48411dca7b7363bff0f4d450b5c42297a42c40211b108949059c 033b521dcfadcc48411dca7b7363bff0f4d450b5c42297a42c40211b108949059c WhoI9+IIoN0G6cgfZ8TMDk9a8cxlpqPVvG6nUREvfYVE6Y8P7bI3axGZXOwdkiSSmcpYme7ze9H0RHWbX6GO2g== /S2NOW34wim4wTquaVfP5d3iGvme0kSooRkEEj+YDQTskP+bZlhny3tXOUN3XGjmyDqWHFUYqYWJUKz5mu2+Pw== HYxXm1tCFU9U4PvFLY7IQbfHgPaXanhY0ryijDeVGEJzEa+34F2rhAExbn8PNJ7pkxN9IjFcI/kIYpWeB4zOcQ== GSiFTmJkGco74spzf9ofzEm2u2W89KyHXhtPdaBhXp1l43CZ9w6XwNvmoOGrp6JaM3VIRGMVWhznbFHrqK508Q== 232
