Block: 2033
Row Block TimeStamp DocumentTimestamp TraceOriginalId DocumentHash ContentHash PdfDocumentHash PdfContentHash Type DocumentCode DocumentVersion OwnerKey VersionKey OwnerSignature OwnerSignedData VersionSignature LedgerSignature LedgerSeal
96707 2033 2026-01-28T08:39:26.090Z 2026-01-28T08:39:24.721Z de7902859ac8cbc3a9e20575cee96adc8b43e90ed0c65f271f28c5a4c1189102 1cf5f8bed778d76d4adbb8e37812a20cca46b72a8123efb84ff5ef9042986958 39ebe7bc501b01ba609cf6101ec8a2366986264f2b0c6176c29611235beee4e9 1ab443ba6573bc168ed9c782c411fb1a7a88966384875918e52bf0f17f8639a9 f030b52b635d9d55f84b397262d678ba66ff32a281e0c5769aa1a57262f4c40b CRE RGS 1 02e9d02a1507bfd14bd69a26130aece1ba0e75f6f83959aa575546414975c631ad 03705d36e37d201205bcd95c0a2c050fd964095f87f41830be500b9fcf62dda0e5 WEQw03XuSKTN8zZFQTcmTeEiTILPb8h0TchUXPG1LlfTvcSgPAjGbR2b/MLRP/sThD7OvHT3grTx4ngQq76fnQ== 1ab443ba6573bc168ed9c782c411fb1a7a88966384875918e52bf0f17f8639a9 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 4/IzlWg5jcdg1sb0aH7ryZSY2yT5dh5Y5aSxpQ6WqUhSOC5kr0FUPJ8Lcybu6Dbbyxi22X3CUiBTSo3A95IHZQ== YTTzaa1X4uurqBZCZp9S4SAZl5K/zV63DxgrL4dRBWj75K9xf541IjYx5a0Iv5yQ4IizAGBAgGzRas1QtgTnQA==
96708 2033 2026-01-28T08:39:27.901Z 2026-01-28T08:39:26.931Z 7a1abc1a022481469d2fa2653e99b090bc23569e1cfb64cb704d1cafb52f56d2 7a5b53420330d0b0edba2989edfc1029c38041f439a37e0895c89f803749923d 77ef7123cf7f980ceb767d3774c605a2ad54165b985a6c961272e83bfdce92cb bf6ce5035d0ae2d308ae76f13ae9f11c48e42791c0c235ef4986c57632fd100a 54e1ca8d39a370c8c6b3cbc2e78f055a2a16d0471cb11e6b4b83d10a027c577f CRE RGS 1 02e7d138a2e7d83fe8b540f70e8624fb89386ab5bdb2f7f1e4f39213510c4a1aa2 0345e0457a9cfe32ce4e742d74fbd6d725bb739b63f90dc58883037b4e69b67d58 SCxQB9OgfM0cvBP3Hp0fGAs2zENDBqijq3q7ZDvktS1zemMoa6uB2NlMSkeJ3SpOhFs+6e8CEgUeTV0wOi+jlw== bf6ce5035d0ae2d308ae76f13ae9f11c48e42791c0c235ef4986c57632fd100a 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 yrVs2l2zZKCYsL0tRoRRfS+9vqZy4r5oFHuXiqg5nULvlNY+d3+ljK5c6szQOodNkM600E0ZfS9QS2mea4URNg== imSH9bhXGMyJ3Dv8/3kkR5IDU6GobazslhgdL6imteUPgFtdOTZDXsIT2/wakLXyv6hAFcH/uO/fcorK3r3oYA==
96709 2033 2026-01-28T08:39:33.285Z 2026-01-28T08:39:30.301Z a110368804af826bdd5251dc570d6cfa27195bdc7af75526e4af81d4e6a078e1 a110368804af826bdd5251dc570d6cfa27195bdc7af75526e4af81d4e6a078e1 a110368804af826bdd5251dc570d6cfa27195bdc7af75526e4af81d4e6a078e1 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT LDG 2032 022230dca7d99076387c4752ec0fac22cbf27472118777d5acfa0e2cf62b69a881 0379e1690c9a90cc27c829f624d20f4d69e6b9133722145e7d04e3069d536a672e OSPtPXmYzmmu20qV2J/LyujgPgmWZCkjfKe32txygXYtkryzjcRJboKI9sok19upyFwszXlmhZr1icBlW53EPg== a110368804af826bdd5251dc570d6cfa27195bdc7af75526e4af81d4e6a078e1 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 bmv2XZWYRG1igizf7Rz5Y+9D2CwYWE9+oP45w8cogXIYB6s6BBqRXzvlF7dmZx12xNks0XRaVFRc14XRA0FrIg== 0Owdiwuo16O/l7qSELCGflK2h+mtQZU7eO4H7b6oeea0PnfiTxepeHSpbVrRd9B4zN+wVtgntI+kXsqThjUfnw==
96710 2033 2026-01-28T08:39:33.312Z 2026-01-28T08:39:31.662Z a8d129e3b71084d0fae7c3cba4bef3f36c194292a9f01209a5ed3eb6c0d4399e a8d129e3b71084d0fae7c3cba4bef3f36c194292a9f01209a5ed3eb6c0d4399e a8d129e3b71084d0fae7c3cba4bef3f36c194292a9f01209a5ed3eb6c0d4399e 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT LDG 2032 027fde2f4ac043c2676ec5e887bd491fa22e51ee452359a5171891de5cab0cdbb4 02cf39bc9bd5a0d62ad3592529c944b0a349e3a0735bb7f2e7080c8d7584f1298f rDq0XIyPUE6fLcKoeNxf84U+J+OtlBVinMf+dqHO0r8zxjYLIFB1P90p6ZFW5G+sH3KbM+2qH/KMObSdYEJJIQ== a8d129e3b71084d0fae7c3cba4bef3f36c194292a9f01209a5ed3eb6c0d4399e 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 ceps4tPcKvlIlTfSB7G//2seyzl/y9K/5OaGMkjH057gAU4Rquez8CZz0o5NWidccd7X7A0Gy0aWC6dar0Y9nQ== OWKQxbH8/UtF2uyHN9hjpZdyCrFQCl0Gy+SD/WruFtyqGA+aH7sQtk87Mm7PUE1j+Kn7lPR3VAo+fqMdXXY+Kw==
96711 2033 2026-01-28T08:39:33.344Z 2026-01-28T08:39:32.485Z 95d41a9378320c667db02b68be01697a47b5627129b3fe644e9c7c496a3372f3 95d41a9378320c667db02b68be01697a47b5627129b3fe644e9c7c496a3372f3 95d41a9378320c667db02b68be01697a47b5627129b3fe644e9c7c496a3372f3 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT LDG 2032 030218b49dda4f9e431b5c77ee9a7089c6b17a7dc5865524cd54ea5b42bfd3441d 03bb630b64edee3b9c09f27d3629e8136386bf16760562eb3003758da17ceea2af psYdi2S1305lLEXQe3YsF3nospLhn9mFyL8zORu20/fkdO5YGw8c15xvY3oFP8C/JS5dhqKZa4SNai+5UtSsIw== 95d41a9378320c667db02b68be01697a47b5627129b3fe644e9c7c496a3372f3 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 Vox5l97+ccDgOBgwlz5bwMtT/va2p9CYelDUR96eK88xiUn0YcNIk3qVbz+4OuId8UPY8hG/vWFIfAGn1SKYgw== l9xCLlKN5JgQvt6Z7stFBPwKuicQUcc3u54/WqIoP5nPNQH7LfPvx8PtZ6EjraGLknhID3MMSEhGgwolL3NXrA==
96712 2033 2026-01-28T08:39:33.385Z 2026-01-28T08:39:30.793Z f11934a167bfc7f998613ddb73e3dbe11f4ea3fff8212e24714c783b99a8b993 f11934a167bfc7f998613ddb73e3dbe11f4ea3fff8212e24714c783b99a8b993 f11934a167bfc7f998613ddb73e3dbe11f4ea3fff8212e24714c783b99a8b993 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT LDG 2032 03086792ee119fc7b3e3de3711382730a7501f150cce77eb9397ea945c5d166c09 032a1b755d9c9f824a2fab9d12cecfda5dd4ac4966e397e1d8638bfce75c38bb90 tWZPnH3uNXEEfdR5xBkgv2d1WmTEVjkHwwlrcF49gIQYBVwNzEFVVJOBhczEf905qXpcmuGyrPfFhstr1KxgKQ== f11934a167bfc7f998613ddb73e3dbe11f4ea3fff8212e24714c783b99a8b993 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0BlLb+ysI+27UPxracmwSdZjcyrStkYypOG+SV3Mmh09V/nQoKXoAmLNl5z9z4irZ6NisyH34LK4jot62/xnVw== ZPRX6FZNZCJllVdUdbixQk7RAM1TPZ6Jw1Z4Q9kgprOvDEKMk8/s7KGa2z1MDjJxunUAs3xaqjoHze6nqrD9iw==
96713 2033 2026-01-28T08:39:34.495Z 2026-01-28T08:39:34.292Z 68a057aa842b0bcb6113946b7e71940f3473a1067b9e61ff9e5100adb791b353 68a057aa842b0bcb6113946b7e71940f3473a1067b9e61ff9e5100adb791b353 68a057aa842b0bcb6113946b7e71940f3473a1067b9e61ff9e5100adb791b353 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT LDG 2032 0299f4bd4bf7fc09a7361b04a32bb5bc8decd78016dc30976661201822766448ca 0229c1ffc5afd35e45bd03dde32d17530e40df791a83686c2adffd69d04d5705af qxGG1ELJdMVAyFsx2gHwi+aHvauOd3b1qkJYxU2Kdqf8BP0fXOLXSsnFCSwtI91IX4KXj7nTYoV8ShOV9fe+Jg== 68a057aa842b0bcb6113946b7e71940f3473a1067b9e61ff9e5100adb791b353 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 kfN0NE5Oka1h/KfhGuafJxyICJSYOYpM9tXnqRHkruQQfvwXO2W/5xeOZ/Mdu2LnWAtLx5vk9pFWITpFEf+xug== M+PGXu1UNolHSqWqflkWl0Q1a/s/9twbZODQM8GZjPw52vlN/wzgk/LmRIXcg/I5hhGIwUOzaU6TOyrNbbiPxQ==
96714 2033 2026-01-28T08:39:34.831Z 2026-01-28T08:39:34.569Z 4be002b9ceb0b5260d802c4f1f6620ceedecc0d1224ca27a1d78727098efdf73 4be002b9ceb0b5260d802c4f1f6620ceedecc0d1224ca27a1d78727098efdf73 4be002b9ceb0b5260d802c4f1f6620ceedecc0d1224ca27a1d78727098efdf73 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT LDG 2032 0312d676186f57165136f1ab8f77076812ab085101c41ffdda89634d7afb1eb369 02948027c710dbeea5f7eacfcb8eaa34a01b2818d322a77757389077a7551cf71a IKCtxjleJBJLGtNdCMD35oTWqzTuIgg4Z6c9zjAIxLlnrNQ2RZPQyZJJvQPSNP021pEXEhkJHZieuqtPdMRDkw== 4be002b9ceb0b5260d802c4f1f6620ceedecc0d1224ca27a1d78727098efdf73 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 jYhnDIbkSLvKfB+nX3RqJKPBzLuP4RIAy+/Z7sPGM/k5mPLn9nQIgClyWwjrsZ61FzUgpWqKA5nFTGA/kFeEuA== NcGusmMtQ0Z8zcDQqHygHStM2m26+NVnBLiaf8qV97jzi422nrLQrKi9b3tFSSk3eQdnddzZpH4Q0XThyasIAQ==
96715 2033 2026-01-28T08:39:37.007Z 2026-01-28T08:39:36.788Z 63dec969b1b2dc988a314815ff7c27a85e12fbca933c0ad2f2618346c6b633ae 63dec969b1b2dc988a314815ff7c27a85e12fbca933c0ad2f2618346c6b633ae 63dec969b1b2dc988a314815ff7c27a85e12fbca933c0ad2f2618346c6b633ae 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT LDG 2032 02769c49d6be23ca3f9f0f2b8e5476d31813e977b35f401337b11170384d3f7d3c 023f4b797b7553ea75197b1748fadd73898b9629068e821b19daa271d66a10c598 k+pQKJjoz20tQJxqyoLjmE6RA0Ufv4KhkAsDgtyzx1hAleVTtTEhjy8vfkxi8wJTt2jUcHNwVTuJawO57uVhxw== 63dec969b1b2dc988a314815ff7c27a85e12fbca933c0ad2f2618346c6b633ae 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 MCXp6xs/O6roSdjO6RdPhAbuHpfIU5vloU6JPxWOgjiYvGJ7g0uWCPg3uWheWnJqhGFvcTwuuadYLT3erTKHZA== 7QzeRkZ8ngWZ0U0uafMlh6pwYvESZ3FLnCn9S3qU/kRUMdZlf0H3fUO3/YkbYj3LuCSoxMeM1+83b+ksVXGbsA==
96716 2033 2026-01-28T08:39:37.183Z 2026-01-28T08:39:36.970Z bee11ef54386b3f7ac3f385b4bc22cf5f3744bc59879a067b2c28a8830f83a27 bee11ef54386b3f7ac3f385b4bc22cf5f3744bc59879a067b2c28a8830f83a27 bee11ef54386b3f7ac3f385b4bc22cf5f3744bc59879a067b2c28a8830f83a27 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT LDG 2032 02296415915a35cdc4c425e397cd149cf0533d015977dbf5b5135a171a031e496c 031930762285b8fbd900aad5367cc5100c6abe160b7daa02d710592ecbb5220448 5j65lDBuzHuUahjQNRDLjmTpl4o4UbTItqYE1nwGUM8fxgTYw0nLKmT1hbJvYMmzCOyUtfJL5470QIQGcRA2BQ== bee11ef54386b3f7ac3f385b4bc22cf5f3744bc59879a067b2c28a8830f83a27 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 mnriVUZc3LTz9A1HWhh3DoR15uqMvJufJU2qekOxewX4ATaG6TT4vPvvsbNwnm2VLLaF524iKns8fJ6MMWZ5rg== ipTLbLr44CzaRioQti10M2sMzlEWXhNZLP3BgVIYQkmwqpVIxhlp54BZ2XpwCa6yoBBeD/YeTI21Vro4Eyecrw==
