Block: 309
Row Block TimeStamp TraceOriginalId DocumentHash ContentHash Type DocumentVersion OwnerKey VersionKey OwnerSignature OwnerSignedData VersionSignature LedgerSignature LedgerSeal
5907 309 2021-01-03T01:08:00.720Z 164413f3445e0094f021e7bda15cc6b102b76f19b35ecb1b0cd1bbf0ef7b0b99 f6af29f517ee04795df6f8c5a6e3da3490424b145a61b8b0225c0a50547fb2d0 b8a35f2b1be21941724b6ce70e944bb0a7f2521129e80628cb2535290bbfda55 TRA 3 022963d443449822a9b11071c07ab2a051f8160feff0392bb477e50cd9c6489414 0324b72613f5803f31d6f8153e1bdda26d64170870f53708a2197df7b3a8c1043f ANWp8ZVXadl/AHPwugwGNxeunMgV/1MDtRoAASTLUga1Nypnonln11AB/ee7TcDUsHcIFPA6ISqeXUCdIzRf+g== f6af29f517ee04795df6f8c5a6e3da3490424b145a61b8b0225c0a50547fb2d0 eGWnfmRzWp1QfthQsJtk3A5SpEmtrVqsSeiHrSsV0SicUoeUGAD4jHSNsU017yIl7Vjm2iLot3/VALU7wHWcjg== puMcz2ACnv+ARLMZ4CT6yaZGq4tNt8UBL92O9tGxswYWWmShyhjXlc2gqiSLAjtjm/lLzXO3Nod/k1h08ggZVw== keoLDNfvf32pvwTZsGA7dsxDcrwZeePanuM+eNUE+a7MeR9QTRGy4DtO6izRaKhXMo8NSoE20RJ7moM0umka/g==
5908 309 2021-01-03T01:08:17.417Z b548d20f634447c41d8b3066a183b3a600bde0341e12b231ebde2b6aee811cf2 b548d20f634447c41d8b3066a183b3a600bde0341e12b231ebde2b6aee811cf2 b548d20f634447c41d8b3066a183b3a600bde0341e12b231ebde2b6aee811cf2 HBT 308 03a0c295559d19cd215bab67b958d6bea6f46e85c13bbab6ae436e285c66bc989d 024b0864f4b4298aaad3be51539761e0e3a278e415a524b17084b0418894b12162 WSygiQ8l/YYvPvFPOw7/CKjwrwHPUS2s3Zb8vNwRPbiknqD1m85sxTxAbDe0N9qBuEWdQ8HCX73jezCCW5rOWw== b548d20f634447c41d8b3066a183b3a600bde0341e12b231ebde2b6aee811cf2 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 UOwfCiDg/HN35ZHOcR72vYn8RRKBdgkh1z2Ln5gzujWRfQzj3npz5C3Ya7CtPStJfOa8I85/ELEOy3sffBXk2g== MiSTQNbAAZMMjr0QJ3tO37k8Nva1RPdwlpbW4JjPXEUKHStvadG2+HngNoqg7EVi/tmmyvN/CnWk4c7QYJLdNA==
5909 309 2021-01-03T01:08:23.768Z bfec6f9e25e6b3fc1805c6511c545cc315e8757c6fd5409fdcff702c5aff8bce bfec6f9e25e6b3fc1805c6511c545cc315e8757c6fd5409fdcff702c5aff8bce bfec6f9e25e6b3fc1805c6511c545cc315e8757c6fd5409fdcff702c5aff8bce HBT 308 0255b05f4ae25038025a67474b3ffbe9d70fef85cad4b66f6594c4d6929ff290cc 021b43ec355755fa5fb24d5ba40c244d820647f423a3e5f5f8f903298403ed8e72 qz2ksH4IDTi96GxiYSa/8yLPuPv4mdk9xY/Fr+DZO8W9BWXzL+tUh+2Yb1D7h3Q7ivMRV71Ah3UwOlTEar6jZA== bfec6f9e25e6b3fc1805c6511c545cc315e8757c6fd5409fdcff702c5aff8bce 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 2Aomk0rJeiIGF8SGJ5CGm1fZo3nnXeGRQaf4WSQ+ACJVAmzarl2+hd7ucxpeykKK3ElLT7WqUfjrmlVTFvnxMw== +1D+SE8qVSz6zDA1mzm7QAEQrmjMSNIO246D2VTDh7C1ntyya4h76LEDGzTtF8Hy58Bln3nXYazzPgzgNTZvUA==
5910 309 2021-01-03T01:08:28.130Z 9e6daf022b2cea43065761b2d40ab9e4320c2bb590983c5fe14217b0751b69de 9e6daf022b2cea43065761b2d40ab9e4320c2bb590983c5fe14217b0751b69de 9e6daf022b2cea43065761b2d40ab9e4320c2bb590983c5fe14217b0751b69de HBT 308 02f0e4f7f1715c4074b24436f412c94df3c9885d595058c6626d96b87fafd8c6c0 03f96fed693c8091536696f6c3fd67147ed77cdaf813fa135961f992000ee140e5 AhpyK1VuDYeYZ1vwnUgHNi+VlHmtDFoo5tDZQRhEM1iF1xZIpBNSRYXcymerSrxQomQLQF8Cmc60M2++McKw0A== 9e6daf022b2cea43065761b2d40ab9e4320c2bb590983c5fe14217b0751b69de 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 qlvZOCcfK9J/1eSA1U8C7hmoFRnjCW5jQdED+fu8q8suLXSKBJqHie0+dbSGAtthmpWOABt8xnSOn7vBG++CeQ== bCLrL1+pWf7GoZ/yEQq05oLauT175a6XrrqDxKp5jp7WkF3o07QWKc4/WCCwZywZF0idwH3ZjMCxvXWNoFlbUw==
5911 309 2021-01-03T01:10:44.532Z 8df07d81d1b000f1726030c6e8bc3eabbd75682ec95c7adb5bd20e2452153d82 8df07d81d1b000f1726030c6e8bc3eabbd75682ec95c7adb5bd20e2452153d82 8df07d81d1b000f1726030c6e8bc3eabbd75682ec95c7adb5bd20e2452153d82 HBT 308 03c779c2e4b5c937049f68cc3dec88504e0057ec3688c0f52f535ad768b12ca958 03c94ead845915a7c5847568f675d794bbad2eefc7e8f1adcc2979ddedc284ea59 esMcSevIH9KtrvPJQ+XJXQr9HuVtR2Rqi8HPJ40lCp+sTkHSXQKvGlE/vOr1KWsho/1C5w9/iG3q7/OgvSYN6A== 8df07d81d1b000f1726030c6e8bc3eabbd75682ec95c7adb5bd20e2452153d82 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 M62B8/QchJMtyoSRRQPUMSNKwUXhZx4d1lATUIOTMZ338ziRHqSNEEqNXov8Oh3JjU5YhjDMGGfNsb+oYgHNZw== GcBCC/lxDnVf/gAnDpC+kR4ZueAhAN5lPciFIKz9BfPMiXxMmXBWwTpWSfgNaZDs20Z5XRpF7gumb5gpnblOPQ==
5912 309 2021-01-03T02:51:45.251Z 03b8b65c0e682e5121053952a12c7762b2f6105496374d41ec5dacf62b18595a 03b8b65c0e682e5121053952a12c7762b2f6105496374d41ec5dacf62b18595a cb2006c9fa1f5d829da3a03fba3bf5a3e8cad4f7254905f64f0f270c4c101418 CRE 1 039bc7187e6b1a033baeed2272cc51aa26edbc87bc4f7a89bcaf3b3ea17e44b085 03b9217c1bf132612241ed78bfecae3c55a6c338292408f58de7d33f52b00a27d8 iTk3qZTXgMKBd95OvQ1XPIpooPpNegbPDXqXH4lY4cPgYMqxp/Q+6aWDIuLApy8IwS4GrfRnvntZQlTGXku0Lg== 03b8b65c0e682e5121053952a12c7762b2f6105496374d41ec5dacf62b18595a 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 5wZmIyWacBNwJj/l25qQvTkiYp8GO/5ZKmVRoZoCFo/auV5E0EfKgkog4dv52HUCS8JM2TAeNubWfURmgaJxGQ== lglVuCCKjjbasliy6Sy7V2Rs6EkVkfFSTyyO2C2h6Eo1UpbL9JlDIfmdWutNB4bSt3KHOaNfVmoSe4SduQrHiA==
5913 309 2021-01-03T04:26:19.985Z 58d1676a5039bdf23d6cbb42b9aa08b508d0ecb77e84b89b168bbdedfcdf319f cca4ae686b51449eb8f0599f9296e0e5b51c5585e6e59de1f617127b2d083fc7 0652a9775cd02a88f32b5bdf386c1171b18001ce88599a63ed2c81440d10611b AME 5 023dd7ce07664ebf31125661f485ba44028a6506b456d771171fbc0df28ecdd069 0241da5ab3fff5524a838252aea5bd6a78b2ca1d987ee4af5375b209022009bc08 s9oyDgvShYviRN8yXQkliImEb1W2rIpwOnbrRdFG3WB6bUT+lBShbVs2rze3UCoKoet7xL3vliNNVCoUvLGlog== cca4ae686b51449eb8f0599f9296e0e5b51c5585e6e59de1f617127b2d083fc7 q390gcFStPrcu3Mcst4ApWVsUmDZTfUlRSAZaDOa2U6v1UzNe5vpcdPtN530ToYDKAUYaIf4kgHkdjgouI+lUQ== E34+Jpz4biiF/75hGPhqoIXCxj0VfuRNTik7cfzdIGhLajpRigsz8SGX1aGEE6fNRLH+dWvCtmUYFEAEReO6aA== Tj7xY6kx8HhvvckOi8JqvjZ/0ha9CbNN0p88SzrD0yQ+RJerIJPlmsi7hcB6L5RXGqkoUOrLYA2CCoeyygs1Pw==
5914 309 2021-01-03T06:10:50.649Z 07a2beed5144e6e49a9f36eb36a8e52b349c9c339777cebe4b84be531638649b 840d84b1c440c5bece06252cd57d220c0fb5111d0e996c2dddf42e595bcbea42 8663085494c827c42123052aa78cd8c50d07dce2434ff8eb97fd97a88d8a3952 AME 7 0387c816e079d2c2a5f448b0b067bf5b8a86d021fb0d3085ec2cd434ec81c01b67 0220a4eace17ca16d88fe4a19bd5067d332e56d5ffc8a14be47d19ebbebc2f6926 Gxnlw/BqbhMhueNkR8rO2lqQgRfhedZaBj0Rj7r5uHguw+pAfaZBAzGtY8l2xZRGAfIyCHqX10uwPODtgNoj+A== 840d84b1c440c5bece06252cd57d220c0fb5111d0e996c2dddf42e595bcbea42 /MoOoJjuqFlWT+aWu7+Gb8jsoQiAWSeW822vm6KJJUef3+1YU89VxLmR7inPSUs0udgrWIky2vzmWsCufc/USA== HTJDWn9dBUr6DRtJCdWOmFUKCd9v4fWNm3msITLN0MlzjCDEUbwC3YQyhvzV05krmFNfW2TWxZ7GzAJe+Ql6kQ== g4+plUi7HZTZHHlL6cj6NMP3j9/8LaAAQtChekqoCaJuWUA0ptK3rtqxDvvwgJPG2bcl8TgZJPOjr4OoTGRWBw==
5915 309 2021-01-03T07:57:27.990Z b9e02b475fd07a10170a7ef62a12543d519d71e0c16a0df5bf82a21b5bcd8aa4 2c7c9b0a80d5ca6ed24b009cd345e1df9cc966b3c271d6f64265284537d148bf 3b189503eb197894b64894392c88aa848ec4a364404530e5b59bcc7de8cd770a AME 2 039e3b531a67f00c83f2f14c4158a60a6dd8fca8fa5011d9e92bd68fa2b41ffb3f 02e432f6ff6d378614844c1bf0af9c3f517be9cc130e4e7c955d29bba8d7a7287d 4A8KjzFWxUaCFdiUEEvWTHBDZ+z+aekS7Fjj8DLEEzzzzGqaVkE8p7sNkmy0CyTLVTta/rcm7o/dm2A+UiMiqg== 2c7c9b0a80d5ca6ed24b009cd345e1df9cc966b3c271d6f64265284537d148bf nfa5nlg9FmxsOpp0OvzF8SXVTi72akJaqbJZ6PnPh9lSBL4S2q1NGp8gJ3LdiB7Nx2EODZNV/IqlyVpWyWXT6Q== jId+dSHiNKiSS/hY1VCXer3FttW6Eft9g+Km1Y83PPt6SXmOaB2PQCBZH1l4QlHS/UZqH9KdPyG41kLB7HhGiA== bZu4WqBt2n8+LdcNMJsKuJ7nSV4VyhrvgHRoG5PsRZ4gbssdnHRPwm0i+VY+DCfN8Lh/95Nt4RAj+ZliZSma0Q==
5916 309 2021-01-03T09:04:57.377Z 20d1ad9b9f52fc3550f3bb3d03b3f1086edbe77707d97229d8a3999a41e0e49a 20d1ad9b9f52fc3550f3bb3d03b3f1086edbe77707d97229d8a3999a41e0e49a 9f820a09ff73d34357bde421effdebd28a8eb558b4bd399a5dc01b7e500f8ba9 CRE 1 03155643d7fc88bfc97ca92883174d70afc317cfd84f07e6d6207298ff2b16f227 0302dd6268285e03e3d3f27ba83fe077d6bcf22b6c51e658f27c154ce2c7ecc251 Lut7fyC91kH2Thp5+NRiZw1nPoZDUTHYAOblxtzXXwjbnu36dabvIlz05+ZJTf8WnrUu7OfL/4/xRYtVGlw/TA== 20d1ad9b9f52fc3550f3bb3d03b3f1086edbe77707d97229d8a3999a41e0e49a 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 aiY3S+ik75ZZgQAiN7Rff71SjBQ91M0gQ6g8eT8bhzr0zudvYK30BljH27X/NPWs2jCwk65aKLbukPNBLrlJBg== 6Dn30h7oSiiAsznJ8WkSYPvqqGfHICOon7dV3hC5aBfQ2W7GDeknm60ziOC5u+6BV0cjmteSKcoDeRsq3/5VTQ==
